trip_id,dispatched_at,en_route_at,arrived_at,actual_travel_duration_sec,arrival_source,distance_km,google_eta_sec,google_eta_captured_at,city,locality,sector,service_area,service_category,hour,day_of_week,is_weekend,weather_condition,temperature_c,rain_mm,visibility_km,traffic_level,provider_availability_count,demand_level,surge_multiplier,estimated_wait_before_dispatch_sec,quality_score,validation_status,validation_flags,is_synthetic,is_training_eligible
SYN-ETA-037951,2024-03-28T17:03:19,2024-03-28T17:03:42,2024-03-28T17:28:43.400000,1501.4,job_start,4.25,1025.1,2024-03-28T17:03:19,Gurugram,Golf Course Road,Sector 93,Gurugram-Golf Course Road,Cleaning,17,3,0,dust,41.7,0.0,2.5,HIGH,8,NORMAL,1.0,23.0,0.807,PASS,none,True,False
SYN-ETA-037952,2024-05-13T19:45:30,2024-05-13T19:45:41.200000,2024-05-13T20:09:22.200000,1421.0,gps_geofence,5.67,1034.3,2024-05-13T19:45:30,Gurugram,Golf Course Road,Sector 55,Gurugram-Golf Course Road,Pest Control,19,0,0,clear,37.5,0.0,10.0,HIGH,9,LOW,1.0,11.2,0.593,PASS,none,True,False
SYN-ETA-037953,2024-01-08T11:24:08,2024-01-08T11:24:35,2024-01-08T11:48:08.600000,1413.6,gps_geofence,4.24,964.7,2024-01-08T11:24:08,Noida,Sector 100,Sector 93,Noida-Sector 100,Plumbing,11,0,0,fog,12.1,0.0,2.5,HIGH,10,HIGH,1.2,27.0,0.918,PASS,none,True,False
SYN-ETA-037954,2024-04-15T08:27:36,2024-04-15T08:28:37.300000,2024-04-15T08:45:40.200000,1022.9,job_start,2.56,845.2,2024-04-15T08:27:36,Gurugram,Sector 43,Sector 50,Gurugram-Sector 43,Beauty/Salon,8,0,0,partly_cloudy,38.6,0.0,8.0,SEVERE,13,HIGH,1.2,61.3,0.737,PASS,none,True,False
SYN-ETA-037955,2024-04-16T19:17:31,2024-04-16T19:17:31,2024-04-16T19:30:59.600000,808.6,gps_geofence,4.36,595.6,2024-04-16T19:17:31,Gurugram,DLF Park Place,Sector 93,Gurugram-DLF Park Place,Appliance Repair,19,1,0,dust,38.0,0.0,2.5,MODERATE,8,NORMAL,1.0,0.0,0.763,PASS,none,True,False
SYN-ETA-037956,2024-06-12T15:45:52,2024-06-12T15:46:15,2024-06-12T16:15:25.600000,1750.6,gps_geofence,3.45,1130.8,2024-06-12T15:45:52,Noida,Sector 50,Sector 42,Noida-Sector 50,Deep Cleaning,15,2,0,rain,26.6,19.5,2.5,SEVERE,3,VERY_HIGH,1.5,23.0,0.965,PASS,none,True,False
SYN-ETA-037957,2024-06-04T07:40:16,2024-06-04T07:41:07.200000,2024-06-04T08:01:38,1230.8,job_start,4.06,851.9,2024-06-04T07:40:16,Gurugram,DLF The Belaire,Sector 93,Gurugram-DLF The Belaire,Cleaning,7,1,0,heavy_rain,28.3,3.6,2.5,HIGH,8,HIGH,1.2,51.2,0.652,PASS,none,True,False
SYN-ETA-037958,2024-04-11T13:39:04,2024-04-11T13:39:07.700000,2024-04-11T13:48:11.500000,543.8,gps_geofence,3.35,390.6,2024-04-11T13:39:04,Noida,Sector 104,Sector 62,Noida-Sector 104,Deep Cleaning,13,3,0,partly_cloudy,35.5,0.0,8.0,MODERATE,7,NORMAL,1.0,3.7,0.951,PASS,none,True,False
SYN-ETA-037959,2024-02-04T07:36:28,2024-02-04T07:36:30.700000,2024-02-04T07:43:02.200000,391.5,gps_geofence,3.54,334.1,2024-02-04T07:36:28,Delhi,Golf Links,Sector 44,Delhi-Golf Links,Cleaning,7,6,1,partly_cloudy,16.9,0.0,8.0,LOW,9,NORMAL,1.0,2.7,0.975,PASS,none,True,False
SYN-ETA-037960,2024-06-07T09:53:57,2024-06-07T09:55:14,2024-06-07T09:58:32.200000,198.2,gps_geofence,0.84,165.6,2024-06-07T09:53:57,Gurugram,Sector 43,Sector 44,Gurugram-Sector 43,Plumbing,9,4,0,clear,31.9,0.0,10.0,HIGH,3,VERY_HIGH,1.5,77.0,0.926,PASS,none,True,False
SYN-ETA-037961,2024-02-17T20:21:39,2024-02-17T20:21:44.200000,2024-02-17T20:59:18.900000,2254.7,gps_geofence,6.6,1499.2,2024-02-17T20:21:39,Gurugram,DLF The Belaire,Sector 43,Gurugram-DLF The Belaire,Deep Cleaning,20,5,1,fog,15.7,0.0,2.5,HIGH,6,NORMAL,1.0,5.2,0.899,PASS,none,True,False
SYN-ETA-037962,2024-04-18T08:32:07,2024-04-18T08:32:25.500000,2024-04-18T09:15:14.100000,2568.6,gps_geofence,5.61,1753.1,2024-04-18T08:32:07,Noida,Sector 93A,Sector 50,Noida-Sector 93A,Deep Cleaning,8,3,0,clear,43.6,0.0,10.0,SEVERE,6,NORMAL,1.0,18.5,0.822,PASS,none,True,False
SYN-ETA-037963,2024-05-10T16:51:58,2024-05-10T16:52:17.500000,2024-05-10T17:00:45.100000,507.6,job_start,2.14,366.4,2024-05-10T16:51:58,Gurugram,Sector 44,Sector 55,Gurugram-Sector 44,Cleaning,16,4,0,clear,39.5,0.0,10.0,HIGH,4,LOW,1.0,19.5,0.79,PASS,none,True,False
SYN-ETA-037964,2024-06-25T17:51:55,2024-06-25T17:51:55,2024-06-25T18:41:03.700000,2948.7,gps_geofence,9.26,1645.4,2024-06-25T17:51:55,Gurugram,Golf Course Road,Sector 93,Gurugram-Golf Course Road,Carpentry,17,1,0,rain,29.4,7.7,2.5,HIGH,7,LOW,1.0,0.0,0.72,PASS,none,True,False
SYN-ETA-037965,2024-01-26T08:55:49,2024-01-26T08:55:53,2024-01-26T09:25:56.400000,1803.4,gps_geofence,7.4,1430.0,2024-01-26T08:55:49,Gurugram,DLF The Belaire,Sector 44,Gurugram-DLF The Belaire,Pest Control,8,4,0,clear,5.0,0.0,10.0,HIGH,5,LOW,1.0,4.0,0.805,PASS,none,True,False
SYN-ETA-037966,2024-04-17T09:19:25,2024-04-17T09:19:39.400000,2024-04-17T09:33:39.900000,840.5,gps_geofence,2.87,561.1,2024-04-17T09:19:25,Delhi,Chanakyapuri,Sector 75,Delhi-Chanakyapuri,Electrical,9,2,0,dust,35.6,0.0,2.5,HIGH,6,LOW,1.0,14.4,0.84,PASS,none,True,False
SYN-ETA-037967,2024-04-26T08:10:10,2024-04-26T08:10:21.500000,2024-04-26T08:20:50.800000,629.3,gps_geofence,2.49,554.5,2024-04-26T08:10:10,Gurugram,Sushant Lok,Sector 93,Gurugram-Sushant Lok,Beauty/Salon,8,4,0,dust,40.4,0.0,2.5,HIGH,4,NORMAL,1.0,11.5,0.649,PASS,none,True,False
SYN-ETA-037968,2024-03-30T20:44:39,2024-03-30T20:44:46.300000,2024-03-30T20:58:59.500000,853.2,gps_geofence,3.9,657.6,2024-03-30T20:44:39,Gurugram,DLF The Aralias,Sector 44,Gurugram-DLF The Aralias,Carpentry,20,5,1,partly_cloudy,36.1,0.0,8.0,HIGH,5,HIGH,1.2,7.3,0.77,PASS,none,True,False
SYN-ETA-037969,2024-06-09T13:16:24,2024-06-09T13:16:41.500000,2024-06-09T13:22:48.900000,367.4,gps_geofence,3.7,326.4,2024-06-09T13:16:24,Noida,Sector 62,Sector 42,Noida-Sector 62,Cleaning,13,6,1,partly_cloudy,28.9,0.0,8.0,LOW,5,LOW,1.0,17.5,0.917,PASS,none,True,False
SYN-ETA-037970,2024-06-14T18:16:41,2024-06-14T18:16:59.900000,2024-06-14T18:48:04.900000,1865.0,gps_geofence,7.95,1409.3,2024-06-14T18:16:41,Gurugram,Cyber City,Sector 50,Gurugram-Cyber City,Carpentry,18,4,0,partly_cloudy,32.5,0.0,8.0,HIGH,7,LOW,1.0,18.9,0.779,PASS,none,True,False
SYN-ETA-037971,2024-03-08T09:10:08,2024-03-08T09:10:25.700000,2024-03-08T09:20:44.900000,619.2,gps_geofence,4.15,455.6,2024-03-08T09:10:08,Delhi,South Delhi,Sector 62,Delhi-South Delhi,General Handyman,9,4,0,clear,35.9,0.0,10.0,MODERATE,7,NORMAL,1.0,17.7,0.586,PASS,none,True,False
SYN-ETA-037972,2024-03-07T07:37:04,2024-03-07T07:37:12.500000,2024-03-07T07:41:54,281.5,gps_geofence,2.82,241.9,2024-03-07T07:37:04,Delhi,Saket,Sector 55,Delhi-Saket,Plumbing,7,3,0,cloudy,34.4,0.0,8.0,LOW,9,NORMAL,1.0,8.5,0.782,PASS,none,True,False
SYN-ETA-037973,2024-04-04T22:07:36,2024-04-04T22:07:38.600000,2024-04-04T22:09:32.700000,114.1,gps_geofence,0.63,87.0,2024-04-04T22:07:36,Noida,Sector 44,Sector 52,Noida-Sector 44,Plumbing,22,3,0,dust,33.4,0.0,2.5,MODERATE,10,NORMAL,1.0,2.6,0.743,PASS,none,True,False
SYN-ETA-037974,2024-01-17T18:24:08,2024-01-17T18:26:45.600000,2024-01-17T18:44:41.900000,1076.3,gps_geofence,3.29,683.3,2024-01-17T18:24:08,Gurugram,DLF The Magnolias,Sector 42,Gurugram-DLF The Magnolias,AC Service,18,2,0,dust,10.1,0.0,2.5,HIGH,6,HIGH,1.2,157.6,0.802,PASS,none,True,False
SYN-ETA-037975,2024-01-13T19:39:14,2024-01-13T19:39:16.600000,2024-01-13T19:54:47.300000,930.7,gps_geofence,4.0,776.7,2024-01-13T19:39:14,Delhi,Saket,Sector 93,Delhi-Saket,Cleaning,19,5,1,partly_cloudy,14.5,0.0,8.0,HIGH,8,NORMAL,1.0,2.6,0.892,PASS,none,True,False
SYN-ETA-037976,2024-01-24T08:11:15,2024-01-24T08:11:24,2024-01-24T08:32:07.400000,1243.4,gps_geofence,7.74,869.6,2024-01-24T08:11:15,Delhi,South Delhi,Sector 45,Delhi-South Delhi,Deep Cleaning,8,2,0,partly_cloudy,21.3,0.0,8.0,MODERATE,8,LOW,1.0,9.0,0.627,PASS,none,True,False
SYN-ETA-037977,2024-02-15T09:42:41,2024-02-15T09:42:44.800000,2024-02-15T09:58:08.300000,923.5,gps_geofence,4.07,681.8,2024-02-15T09:42:41,Delhi,Defence Colony,Sector 75,Delhi-Defence Colony,Cleaning,9,3,0,clear,16.3,0.0,10.0,HIGH,4,NORMAL,1.0,3.8,0.905,PASS,none,True,False
SYN-ETA-037978,2024-04-27T11:49:08,2024-04-27T11:50:09.100000,2024-04-27T11:57:15.100000,426.0,gps_geofence,2.82,335.4,2024-04-27T11:49:08,Noida,Sector 100,Sector 62,Noida-Sector 100,Cleaning,11,5,1,clear,39.9,0.0,10.0,MODERATE,8,HIGH,1.2,61.1,0.703,PASS,none,True,False
SYN-ETA-037979,2024-05-24T19:06:50,2024-05-24T19:07:10.200000,2024-05-24T19:24:57.200000,1067.0,gps_geofence,4.74,916.2,2024-05-24T19:06:50,Delhi,South Delhi,Sector 55,Delhi-South Delhi,Cleaning,19,4,0,partly_cloudy,44.9,0.0,8.0,HIGH,9,LOW,1.0,20.2,0.789,PASS,none,True,False
SYN-ETA-037980,2024-06-24T08:44:17,2024-06-24T08:44:20.400000,2024-06-24T08:52:16.400000,476.0,gps_geofence,3.2,420.3,2024-06-24T08:44:17,Delhi,Vasant Vihar,Sector 43,Delhi-Vasant Vihar,Cleaning,8,0,0,cloudy,20.3,0.0,8.0,MODERATE,8,NORMAL,1.0,3.4,0.941,PASS,none,True,False
SYN-ETA-037981,2024-04-07T10:22:12,2024-04-07T10:22:31.500000,2024-04-07T10:40:47.100000,1095.6,job_start,4.67,794.0,2024-04-07T10:22:12,Noida,Sector 62,Sector 42,Noida-Sector 62,Appliance Repair,10,6,1,clear,37.7,0.0,10.0,HIGH,3,VERY_HIGH,1.5,19.5,0.932,PASS,none,True,False
SYN-ETA-037982,2024-05-06T15:11:13,2024-05-06T15:11:35.500000,2024-05-06T15:32:08.100000,1232.6,gps_geofence,7.11,973.5,2024-05-06T15:11:13,Delhi,Vasant Vihar,Sector 93,Delhi-Vasant Vihar,Carpentry,15,0,0,dust,41.1,0.0,2.5,MODERATE,3,NORMAL,1.0,22.5,0.931,PASS,none,True,False
SYN-ETA-037983,2024-03-14T08:37:24,2024-03-14T08:37:34.600000,2024-03-14T08:52:59.700000,925.1,gps_geofence,3.66,734.8,2024-03-14T08:37:24,Gurugram,DLF The Camellias,Sector 42,Gurugram-DLF The Camellias,General Handyman,8,3,0,cloudy,40.5,0.0,8.0,HIGH,7,NORMAL,1.0,10.6,0.909,PASS,none,True,False
SYN-ETA-037984,2024-03-14T18:38:36,2024-03-14T18:38:39.800000,2024-03-14T18:52:45.600000,845.8,job_start,3.59,623.1,2024-03-14T18:38:36,Delhi,Greater Kailash,Sector 44,Delhi-Greater Kailash,Cleaning,18,3,0,clear,32.5,0.0,10.0,HIGH,7,LOW,1.0,3.8,0.935,PASS,none,True,False
SYN-ETA-037985,2024-03-03T09:13:09,2024-03-03T09:13:36.800000,2024-03-03T09:23:49.200000,612.4,gps_geofence,3.06,444.5,2024-03-03T09:13:09,Delhi,Golf Links,Sector 51,Delhi-Golf Links,Electrical,9,6,1,dust,40.1,0.0,2.5,MODERATE,4,HIGH,1.2,27.8,0.72,PASS,none,True,False
SYN-ETA-037986,2024-02-10T19:03:24,2024-02-10T19:03:28.500000,2024-02-10T19:28:35.800000,1507.3,gps_geofence,3.31,1057.2,2024-02-10T19:03:24,Delhi,Greater Kailash,Sector 55,Delhi-Greater Kailash,AC Service,19,5,1,clear,16.9,0.0,10.0,SEVERE,7,HIGH,1.2,4.5,0.833,PASS,none,True,False
SYN-ETA-037987,2024-02-12T18:42:10,2024-02-12T18:42:18.800000,2024-02-12T18:49:10.100000,411.3,job_start,3.08,374.4,2024-02-12T18:42:10,Noida,Sector 52,Sector 93,Noida-Sector 52,Plumbing,18,0,0,clear,11.8,0.0,10.0,MODERATE,11,NORMAL,1.0,8.8,0.907,PASS,none,True,False
SYN-ETA-037988,2024-02-05T19:03:30,2024-02-05T19:03:49,2024-02-05T19:44:08.100000,2419.1,gps_geofence,5.28,1590.3,2024-02-05T19:03:30,Noida,Greater Noida West,Sector 43,Noida-Greater Noida West,Deep Cleaning,19,0,0,clear,15.6,0.0,10.0,SEVERE,5,NORMAL,1.0,19.0,0.851,PASS,none,True,False
SYN-ETA-037989,2024-05-03T20:16:49,2024-05-03T20:16:54.600000,2024-05-03T20:39:16.600000,1342.0,gps_geofence,5.9,1059.3,2024-05-03T20:16:49,Delhi,Saket,Sector 62,Delhi-Saket,Cleaning,20,4,0,clear,31.3,0.0,10.0,HIGH,7,LOW,1.0,5.6,0.848,PASS,none,True,False
SYN-ETA-037990,2024-04-17T08:02:57,2024-04-17T08:02:58,2024-04-17T08:30:23.400000,1645.4,gps_geofence,7.04,1305.1,2024-04-17T08:02:57,Noida,Sector 50,Sector 45,Noida-Sector 50,AC Service,8,2,0,clear,33.4,0.0,10.0,HIGH,7,NORMAL,1.0,1.0,0.889,PASS,none,True,False
SYN-ETA-037991,2024-06-12T19:58:06,2024-06-12T19:58:36.300000,2024-06-12T20:44:36,2759.7,gps_geofence,4.69,1571.4,2024-06-12T19:58:06,Noida,Sector 50,Sector 43,Noida-Sector 50,Carpentry,19,2,0,rain,24.3,5.3,2.5,SEVERE,5,VERY_HIGH,1.5,30.3,0.729,PASS,none,True,False
SYN-ETA-037992,2024-06-28T19:24:03,2024-06-28T19:24:06.500000,2024-06-28T20:02:57.700000,2331.2,gps_geofence,5.25,1763.1,2024-06-28T19:24:03,Gurugram,DLF The Aralias,Sector 62,Gurugram-DLF The Aralias,Beauty/Salon,19,4,0,cloudy,26.7,0.0,8.0,SEVERE,7,LOW,1.0,3.5,0.774,PASS,none,True,False
SYN-ETA-037993,2024-05-11T09:29:31,2024-05-11T09:29:33.100000,2024-05-11T10:08:30,2336.9,gps_geofence,4.01,1398.2,2024-05-11T09:29:31,Noida,Sector 44,Sector 51,Noida-Sector 44,Plumbing,9,5,1,dust,33.4,0.0,2.5,SEVERE,7,NORMAL,1.0,2.1,0.856,PASS,none,True,False
SYN-ETA-037994,2024-01-15T20:31:05,2024-01-15T20:31:30.700000,2024-01-15T20:50:59.900000,1169.2,job_start,4.78,829.9,2024-01-15T20:31:05,Gurugram,Golf Course Road,Sector 55,Gurugram-Golf Course Road,Carpentry,20,0,0,partly_cloudy,17.3,0.0,8.0,HIGH,8,NORMAL,1.0,25.7,0.876,PASS,none,True,False
SYN-ETA-037995,2024-04-16T20:05:11,2024-04-16T20:05:14,2024-04-16T20:53:13.900000,2879.9,gps_geofence,6.95,2023.7,2024-04-16T20:05:11,Delhi,Saket,Sector 51,Delhi-Saket,Electrical,20,1,0,clear,33.6,0.0,10.0,SEVERE,4,NORMAL,1.0,3.0,0.851,PASS,none,True,False
SYN-ETA-037996,2024-04-17T19:37:37,2024-04-17T19:37:57.500000,2024-04-17T20:07:06.400000,1748.9,gps_geofence,5.39,1175.0,2024-04-17T19:37:37,Delhi,Golf Links,Sector 50,Delhi-Golf Links,Plumbing,19,2,0,dust,41.3,0.0,2.5,HIGH,5,NORMAL,1.0,20.5,0.966,PASS,none,True,False
SYN-ETA-037997,2024-05-13T12:33:42,2024-05-13T12:33:44.100000,2024-05-13T12:39:51.900000,367.8,gps_geofence,4.01,345.8,2024-05-13T12:33:42,Delhi,Defence Colony,Sector 44,Delhi-Defence Colony,Cleaning,12,0,0,partly_cloudy,31.3,0.0,8.0,LOW,6,LOW,1.0,2.1,0.876,PASS,none,True,False
SYN-ETA-037998,2024-05-05T08:27:40,2024-05-05T08:27:51.400000,2024-05-05T08:41:56.100000,844.7,gps_geofence,5.35,733.5,2024-05-05T08:27:40,Delhi,Hauz Khas,Sector 51,Delhi-Hauz Khas,Cleaning,8,6,1,dust,42.5,0.0,2.5,MODERATE,9,NORMAL,1.0,11.4,0.772,PASS,none,True,False
SYN-ETA-037999,2024-04-14T09:56:50,2024-04-14T09:56:51.200000,2024-04-14T10:56:51.600000,3600.4,gps_geofence,7.48,2184.1,2024-04-14T09:56:50,Gurugram,DLF Park Place,Sector 45,Gurugram-DLF Park Place,AC Service,9,6,1,partly_cloudy,37.1,0.0,8.0,SEVERE,3,HIGH,1.2,1.2,0.696,REVIEW,long_trip,True,False
SYN-ETA-038000,2024-03-21T19:34:21,2024-03-21T19:34:24.500000,2024-03-21T20:05:21.600000,1857.1,gps_geofence,7.69,1456.6,2024-03-21T19:34:21,Noida,Sector 44,Sector 42,Noida-Sector 44,Appliance Repair,19,3,0,partly_cloudy,41.3,0.0,8.0,HIGH,5,HIGH,1.2,3.5,0.739,PASS,none,True,False
SYN-ETA-038001,2024-03-02T10:14:32,2024-03-02T10:15:23.400000,2024-03-02T10:53:17.300000,2273.9,job_start,5.07,1498.4,2024-03-02T10:14:32,Delhi,Vasant Kunj,Sector 45,Delhi-Vasant Kunj,Plumbing,10,5,1,clear,35.8,0.0,10.0,SEVERE,5,NORMAL,1.0,51.4,0.644,PASS,none,True,False
SYN-ETA-038002,2024-05-28T09:06:20,2024-05-28T09:07:31,2024-05-28T09:20:54.500000,803.5,gps_geofence,2.55,580.1,2024-05-28T09:06:20,Gurugram,DLF The Belaire,Sector 45,Gurugram-DLF The Belaire,AC Service,9,1,0,dust,38.7,0.0,2.5,HIGH,9,VERY_HIGH,1.5,71.0,0.978,PASS,none,True,False
SYN-ETA-038003,2024-04-06T09:19:44,2024-04-06T09:19:44,2024-04-06T09:44:57.600000,1513.6,job_start,5.65,1018.4,2024-04-06T09:19:44,Gurugram,DLF Park Place,Sector 45,Gurugram-DLF Park Place,Deep Cleaning,9,5,1,cloudy,34.4,0.0,8.0,HIGH,7,NORMAL,1.0,0.0,0.742,PASS,none,True,False
SYN-ETA-038004,2024-04-27T11:38:35,2024-04-27T11:38:41.500000,2024-04-27T11:49:13.700000,632.2,gps_geofence,4.5,582.2,2024-04-27T11:38:35,Delhi,Saket,Sector 45,Delhi-Saket,Cleaning,11,5,1,partly_cloudy,38.8,0.0,8.0,MODERATE,5,LOW,1.0,6.5,0.771,PASS,none,True,False
SYN-ETA-038005,2024-03-12T08:48:40,2024-03-12T08:48:49.900000,2024-03-12T09:00:06,676.1,gps_geofence,2.13,440.5,2024-03-12T08:48:40,Delhi,Saket,Sector 75,Delhi-Saket,Cleaning,8,1,0,dust,39.0,0.0,2.5,HIGH,6,LOW,1.0,9.9,0.756,PASS,none,True,False
SYN-ETA-038006,2024-04-07T12:01:34,2024-04-07T12:02:46.300000,2024-04-07T12:10:13.600000,447.3,gps_geofence,3.15,345.7,2024-04-07T12:01:34,Noida,Sector 44,Sector 44,Noida-Sector 44,Cleaning,12,6,1,clear,43.0,0.0,10.0,MODERATE,4,HIGH,1.2,72.3,0.704,PASS,none,True,False
SYN-ETA-038007,2024-03-26T06:50:36,2024-03-26T06:50:37.400000,2024-03-26T06:54:14.500000,217.1,gps_geofence,1.93,156.9,2024-03-26T06:50:36,Gurugram,Sector 42,Sector 42,Gurugram-Sector 42,Cleaning,6,1,0,clear,41.2,0.0,10.0,LOW,5,LOW,1.0,1.4,0.856,PASS,none,True,False
SYN-ETA-038008,2024-06-12T18:50:57,2024-06-12T18:51:05,2024-06-12T19:13:51.700000,1366.7,gps_geofence,6.48,1197.8,2024-06-12T18:50:57,Gurugram,Sushant Lok,Sector 93,Gurugram-Sushant Lok,AC Service,18,2,0,clear,25.9,0.0,10.0,HIGH,5,LOW,1.0,8.0,0.914,PASS,none,True,False
SYN-ETA-038009,2024-01-14T17:46:05,2024-01-14T17:46:18.500000,2024-01-14T19:05:46.700000,4768.2,gps_geofence,7.19,2612.4,2024-01-14T17:46:05,Gurugram,DLF Park Place,Sector 45,Gurugram-DLF Park Place,Deep Cleaning,17,6,1,fog,13.3,0.0,2.5,SEVERE,5,NORMAL,1.0,13.5,0.768,REVIEW,long_trip,True,False
SYN-ETA-038010,2024-04-27T12:53:43,2024-04-27T12:53:47.800000,2024-04-27T13:01:15.100000,447.3,gps_geofence,4.53,413.5,2024-04-27T12:53:43,Delhi,Chanakyapuri,Sector 93,Delhi-Chanakyapuri,Deep Cleaning,12,5,1,clear,36.4,0.0,10.0,LOW,5,VERY_HIGH,1.5,4.8,0.855,PASS,none,True,False
SYN-ETA-038011,2024-04-20T09:15:18,2024-04-20T09:15:28,2024-04-20T09:22:06,398.0,gps_geofence,2.42,333.1,2024-04-20T09:15:18,Gurugram,DLF Park Place,Sector 45,Gurugram-DLF Park Place,Appliance Repair,9,5,1,dust,40.7,0.0,2.5,MODERATE,10,NORMAL,1.0,10.0,0.979,PASS,none,True,False
SYN-ETA-038012,2024-02-21T17:00:02,2024-02-21T17:00:07.600000,2024-02-21T17:15:01.500000,893.9,gps_geofence,3.66,667.7,2024-02-21T17:00:02,Gurugram,DLF The Camellias,Sector 62,Gurugram-DLF The Camellias,AC Service,17,2,0,partly_cloudy,8.9,0.0,8.0,HIGH,5,NORMAL,1.0,5.6,0.915,PASS,none,True,False
SYN-ETA-038013,2024-06-23T18:49:54,2024-06-23T18:49:54.100000,2024-06-23T18:52:03.500000,129.4,job_start,0.84,107.2,2024-06-23T18:49:54,Delhi,New Friends Colony,Sector 50,Delhi-New Friends Colony,Electrical,18,6,1,partly_cloudy,33.2,0.0,8.0,MODERATE,7,NORMAL,1.0,0.1,0.834,PASS,none,True,False
SYN-ETA-038014,2024-01-03T20:48:04,2024-01-03T20:48:10.200000,2024-01-03T21:31:04.100000,2573.9,gps_geofence,6.61,1495.5,2024-01-03T20:48:04,Noida,Sector 52,Sector 42,Noida-Sector 52,Carpentry,20,2,0,fog,5.0,0.0,2.5,HIGH,5,LOW,1.0,6.2,0.874,PASS,none,True,False
SYN-ETA-038015,2024-04-05T19:40:30,2024-04-05T19:40:30.600000,2024-04-05T19:52:48.400000,737.8,gps_geofence,3.3,590.1,2024-04-05T19:40:30,Noida,Sector 50,Sector 55,Noida-Sector 50,Cleaning,19,4,0,partly_cloudy,44.2,0.0,8.0,HIGH,12,NORMAL,1.0,0.6,0.913,PASS,none,True,False
SYN-ETA-038016,2024-03-10T18:24:48,2024-03-10T18:24:48.100000,2024-03-10T19:03:16,2307.9,job_start,5.92,1738.7,2024-03-10T18:24:48,Delhi,Malviya Nagar,Sector 50,Delhi-Malviya Nagar,AC Service,18,6,1,partly_cloudy,37.6,0.0,8.0,SEVERE,6,LOW,1.0,0.1,0.894,PASS,none,True,False
SYN-ETA-038017,2024-01-20T17:49:42,2024-01-20T17:50:08.200000,2024-01-20T18:10:31.500000,1223.3,gps_geofence,2.63,794.5,2024-01-20T17:49:42,Gurugram,Sector 43,Sector 45,Gurugram-Sector 43,Cleaning,17,5,1,clear,20.2,0.0,10.0,SEVERE,9,LOW,1.0,26.2,0.902,PASS,none,True,False
SYN-ETA-038018,2024-06-20T09:28:08,2024-06-20T09:28:43.400000,2024-06-20T09:38:17,573.6,gps_geofence,3.84,440.3,2024-06-20T09:28:08,Gurugram,Sushant Lok,Sector 45,Gurugram-Sushant Lok,Electrical,9,3,0,partly_cloudy,26.5,0.0,8.0,MODERATE,7,HIGH,1.2,35.4,0.76,PASS,none,True,False
SYN-ETA-038019,2024-03-21T18:19:20,2024-03-21T18:19:22.200000,2024-03-21T18:31:33.500000,731.3,job_start,2.7,498.6,2024-03-21T18:19:20,Gurugram,Sector 42,Sector 50,Gurugram-Sector 42,Pest Control,18,3,0,partly_cloudy,39.5,0.0,8.0,HIGH,9,NORMAL,1.0,2.2,0.741,PASS,none,True,False
SYN-ETA-038020,2024-06-01T10:28:36,2024-06-01T10:28:36.100000,2024-06-01T11:28:01.200000,3565.1,job_start,6.55,2242.0,2024-06-01T10:28:36,Delhi,Greater Kailash,Sector 44,Delhi-Greater Kailash,Carpentry,10,5,1,rain,24.3,1.6,2.5,SEVERE,8,LOW,1.0,0.1,0.877,PASS,none,True,False
SYN-ETA-038021,2024-01-04T20:55:08,2024-01-04T20:55:12.100000,2024-01-04T21:08:09.800000,777.7,job_start,5.72,695.3,2024-01-04T20:55:08,Delhi,New Friends Colony,Sector 43,Delhi-New Friends Colony,General Handyman,20,3,0,partly_cloudy,14.9,0.0,8.0,MODERATE,4,NORMAL,1.0,4.1,0.944,PASS,none,True,False
SYN-ETA-038022,2024-06-19T17:12:06,2024-06-19T17:12:06.200000,2024-06-19T17:27:19.100000,912.9,job_start,3.1,586.3,2024-06-19T17:12:06,Delhi,South Delhi,Sector 75,Delhi-South Delhi,Cleaning,17,2,0,rain,31.0,4.4,2.5,HIGH,3,VERY_HIGH,1.5,0.2,0.981,PASS,none,True,False
SYN-ETA-038023,2024-03-01T17:48:37,2024-03-01T17:48:37.900000,2024-03-01T18:04:06.800000,928.9,gps_geofence,4.07,687.1,2024-03-01T17:48:37,Gurugram,Sushant Lok,Sector 55,Gurugram-Sushant Lok,AC Service,17,4,0,partly_cloudy,31.4,0.0,8.0,HIGH,8,LOW,1.0,0.9,0.586,PASS,none,True,False
SYN-ETA-038024,2024-02-22T08:37:35,2024-02-22T08:38:57.500000,2024-02-22T09:06:12.100000,1634.6,gps_geofence,7.09,1449.4,2024-02-22T08:37:35,Delhi,Golf Links,Sector 93,Delhi-Golf Links,AC Service,8,3,0,clear,19.6,0.0,10.0,HIGH,6,VERY_HIGH,1.5,82.5,0.684,PASS,none,True,False
SYN-ETA-038025,2024-03-06T21:56:42,2024-03-06T21:57:36.800000,2024-03-06T22:11:31.100000,834.3,gps_geofence,3.42,633.8,2024-03-06T21:56:42,Gurugram,Golf Course Road,Sector 52,Gurugram-Golf Course Road,AC Service,21,2,0,clear,30.1,0.0,10.0,HIGH,2,VERY_HIGH,1.5,54.8,0.626,PASS,none,True,False
